Setores e subsetores,Trimestre,Valor,Ano
Impostos líquidos sobre produtos,1,155337.0,2011
Impostos líquidos sobre produtos,2,160490.0,2011
Impostos líquidos sobre produtos,3,166521.0,2011
Impostos líquidos sobre produtos,4,173573.0,2011
Impostos líquidos sobre produtos,1,167465.0,2012
Impostos líquidos sobre produtos,2,174753.0,2012
Impostos líquidos sobre produtos,3,188233.0,2012
Impostos líquidos sobre produtos,4,190051.0,2012
Impostos líquidos sobre produtos,1,180358.0,2013
Impostos líquidos sobre produtos,2,192756.0,2013
Impostos líquidos sobre produtos,3,190557.0,2013
Impostos líquidos sobre produtos,4,214187.0,2013
Impostos líquidos sobre produtos,1,197111.0,2014
Impostos líquidos sobre produtos,2,196144.0,2014
Impostos líquidos sobre produtos,3,194453.0,2014
Impostos líquidos sobre produtos,4,218511.0,2014
Impostos líquidos sobre produtos,1,206681.0,2015
Impostos líquidos sobre produtos,2,206307.0,2015
Impostos líquidos sobre produtos,3,210534.0,2015
Impostos líquidos sobre produtos,4,216664.0,2015
Impostos líquidos sobre produtos,1,212828.0,2016
Impostos líquidos sobre produtos,2,211158.0,2016
Impostos líquidos sobre produtos,3,209097.0,2016
Impostos líquidos sobre produtos,4,216423.0,2016
Impostos líquidos sobre produtos,1,214362.0,2017
Impostos líquidos sobre produtos,2,216025.0,2017
Impostos líquidos sobre produtos,3,227374.0,2017
Impostos líquidos sobre produtos,4,255791.0,2017
Impostos líquidos sobre produtos,1,239141.0,2018
Impostos líquidos sobre produtos,2,240382.0,2018
Impostos líquidos sobre produtos,3,254318.0,2018
Impostos líquidos sobre produtos,4,260834.0,2018
Impostos líquidos sobre produtos,1,251397.0,2019
Impostos líquidos sobre produtos,2,254954.0,2019
Impostos líquidos sobre produtos,3,259703.0,2019
Impostos líquidos sobre produtos,4,278095.0,2019
Impostos líquidos sobre produtos,1,264988.0,2020
Impostos líquidos sobre produtos,2,175408.0,2020
PIB a preços de mercado,1,189323.0,1996
PIB a preços de mercado,2,204611.0,1996
PIB a preços de mercado,3,221513.0,1996
PIB a preços de mercado,4,239316.0,1996
PIB a preços de mercado,1,219117.0,1997
PIB a preços de mercado,2,232890.0,1997
PIB a preços de mercado,3,246178.0,1997
PIB a preços de mercado,4,253904.0,1997
PIB a preços de mercado,1,235701.0,1998
PIB a preços de mercado,2,251936.0,1998
PIB a preços de mercado,3,258043.0,1998
PIB a preços de mercado,4,256671.0,1998
PIB a preços de mercado,1,250668.0,1999
PIB a preços de mercado,2,268709.0,1999
PIB a preços de mercado,3,274126.0,1999
PIB a preços de mercado,4,294208.0,1999
PIB a preços de mercado,1,276927.0,2000
PIB a preços de mercado,2,292789.0,2000
PIB a preços de mercado,3,308896.0,2000
PIB a preços de mercado,4,320481.0,2000
PIB a preços de mercado,1,312470.0,2001
PIB a preços de mercado,2,323724.0,2001
PIB a preços de mercado,3,332524.0,2001
PIB a preços de mercado,4,347038.0,2001
PIB a preços de mercado,1,342297.0,2002
PIB a preços de mercado,2,367363.0,2002
PIB a preços de mercado,3,379795.0,2002
PIB a preços de mercado,4,399333.0,2002
PIB a preços de mercado,1,397242.0,2003
PIB a preços de mercado,2,418987.0,2003
PIB a preços de mercado,3,439350.0,2003
PIB a preços de mercado,4,462372.0,2003
PIB a preços de mercado,1,444783.0,2004
PIB a preços de mercado,2,481795.0,2004
PIB a preços de mercado,3,505252.0,2004
PIB a preços de mercado,4,525920.0,2004
PIB a preços de mercado,1,499710.0,2005
PIB a preços de mercado,2,535557.0,2005
PIB a preços de mercado,3,552859.0,2005
PIB a preços de mercado,4,582458.0,2005
PIB a preços de mercado,1,554270.0,2006
PIB a preços de mercado,2,581977.0,2006
PIB a preços de mercado,3,617848.0,2006
PIB a preços de mercado,4,655355.0,2006
PIB a preços de mercado,1,631423.0,2007
PIB a preços de mercado,2,670655.0,2007
PIB a preços de mercado,3,691846.0,2007
PIB a preços de mercado,4,726339.0,2007
PIB a preços de mercado,1,712055.0,2008
PIB a preços de mercado,2,769525.0,2008
PIB a preços de mercado,3,812603.0,2008
PIB a preços de mercado,4,815620.0,2008
PIB a preços de mercado,1,756127.0,2009
PIB a preços de mercado,2,803578.0,2009
PIB a preços de mercado,3,852843.0,2009
PIB a preços de mercado,4,920491.0,2009
PIB a preços de mercado,1,886397.0,2010
PIB a preços de mercado,2,944145.0,2010
PIB a preços de mercado,3,997935.0,2010
PIB a preços de mercado,4,1057370.0,2010
PIB a preços de mercado,1,1016531.0,2011
PIB a preços de mercado,2,1086713.0,2011
PIB a preços de mercado,3,1112334.0,2011
PIB a preços de mercado,4,1160804.0,2011
PIB a preços de mercado,1,1129472.0,2012
PIB a preços de mercado,2,1183124.0,2012
PIB a preços de mercado,3,1230449.0,2012
PIB a preços de mercado,4,1271715.0,2012
PIB a preços de mercado,1,1241622.0,2013
PIB a preços de mercado,2,1322587.0,2013
PIB a preços de mercado,3,1354133.0,2013
PIB a preços de mercado,4,1413277.0,2013
PIB a preços de mercado,1,1385945.0,2014
PIB a preços de mercado,2,1422288.0,2014
PIB a preços de mercado,3,1462126.0,2014
PIB a preços de mercado,4,1508593.0,2014
PIB a preços de mercado,1,1456837.0,2015
PIB a preços de mercado,2,1480131.0,2015
PIB a preços de mercado,3,1508220.0,2015
PIB a preços de mercado,4,1550600.0,2015
PIB a preços de mercado,1,1499483.0,2016
PIB a preços de mercado,2,1558286.0,2016
PIB a preços de mercado,3,1577224.0,2016
PIB a preços de mercado,4,1634335.0,2016
PIB a preços de mercado,1,1589214.0,2017
PIB a preços de mercado,2,1633651.0,2017
PIB a preços de mercado,3,1647680.0,2017
PIB a preços de mercado,4,1712773.0,2017
PIB a preços de mercado,1,1657834.0,2018
PIB a preços de mercado,2,1704702.0,2018
PIB a preços de mercado,3,1736935.0,2018
PIB a preços de mercado,4,1789705.0,2018
PIB a preços de mercado,1,1725681.0,2019
PIB a preços de mercado,2,1795806.0,2019
PIB a preços de mercado,3,1842700.0,2019
PIB a preços de mercado,4,1892740.0,2019
PIB a preços de mercado,1,1803421.0,2020
PIB a preços de mercado,2,1652951.0,2020
Despesa de consumo das famílias,1,125685.0,1996
Despesa de consumo das famílias,2,132511.0,1996
Despesa de consumo das famílias,3,142658.0,1996
Despesa de consumo das famílias,4,156087.0,1996
Despesa de consumo das famílias,1,147808.0,1997
Despesa de consumo das famílias,2,154447.0,1997
Despesa de consumo das famílias,3,157598.0,1997
Despesa de consumo das famílias,4,161954.0,1997
Despesa de consumo das famílias,1,157103.0,1998
Despesa de consumo das famílias,2,159194.0,1998
Despesa de consumo das famílias,3,163447.0,1998
Despesa de consumo das famílias,4,163187.0,1998
Despesa de consumo das famílias,1,164893.0,1999
Despesa de consumo das famílias,2,170252.0,1999
Despesa de consumo das famílias,3,178811.0,1999
Despesa de consumo das famílias,4,189576.0,1999
Despesa de consumo das famílias,1,176025.0,2000
Despesa de consumo das famílias,2,189996.0,2000
Despesa de consumo das famílias,3,200012.0,2000
Despesa de consumo das famílias,4,208493.0,2000
Despesa de consumo das famílias,1,203369.0,2001
Despesa de consumo das famílias,2,210284.0,2001
Despesa de consumo das famílias,3,211486.0,2001
Despesa de consumo das famílias,4,218362.0,2001
Despesa de consumo das famílias,1,215913.0,2002
Despesa de consumo das famílias,2,225796.0,2002
Despesa de consumo das famílias,3,233655.0,2002
Despesa de consumo das famílias,4,246172.0,2002
Despesa de consumo das famílias,1,257432.0,2003
Despesa de consumo das famílias,2,260277.0,2003
Despesa de consumo das famílias,3,267445.0,2003
Despesa de consumo das famílias,4,277306.0,2003
Despesa de consumo das famílias,1,274159.0,2004
Despesa de consumo das famílias,2,284833.0,2004
Despesa de consumo das famílias,3,301881.0,2004
Despesa de consumo das famílias,4,317821.0,2004
Despesa de consumo das famílias,1,308544.0,2005
Despesa de consumo das famílias,2,321752.0,2005
Despesa de consumo das famílias,3,332896.0,2005
Despesa de consumo das famílias,4,350104.0,2005
Despesa de consumo das famílias,1,345002.0,2006
Despesa de consumo das famílias,2,355817.0,2006
Despesa de consumo das famílias,3,368734.0,2006
Despesa de consumo das famílias,4,386663.0,2006
Despesa de consumo das famílias,1,384999.0,2007
Despesa de consumo das famílias,2,400751.0,2007
Despesa de consumo das famílias,3,410354.0,2007
Despesa de consumo das famílias,4,432652.0,2007
Despesa de consumo das famílias,1,433753.0,2008
Despesa de consumo das famílias,2,456473.0,2008
Despesa de consumo das famílias,3,480468.0,2008
Despesa de consumo das famílias,4,486816.0,2008
Despesa de consumo das famílias,1,474264.0,2009
Despesa de consumo das famílias,2,504220.0,2009
Despesa de consumo das famílias,3,534397.0,2009
Despesa de consumo das famílias,4,552152.0,2009
Despesa de consumo das famílias,1,546392.0,2010
Despesa de consumo das famílias,2,568567.0,2010
Despesa de consumo das famílias,3,596732.0,2010
Despesa de consumo das famílias,4,628476.0,2010
Despesa de consumo das famílias,1,623585.0,2011
Despesa de consumo das famílias,2,648649.0,2011
Despesa de consumo das famílias,3,668612.0,2011
Despesa de consumo das famílias,4,696968.0,2011
Despesa de consumo das famílias,1,694700.0,2012
Despesa de consumo das famílias,2,718125.0,2012
Despesa de consumo das famílias,3,753551.0,2012
Despesa de consumo das famílias,4,790458.0,2012
Despesa de consumo das famílias,1,777717.0,2013
Despesa de consumo das famílias,2,805989.0,2013
Despesa de consumo das famílias,3,833145.0,2013
Despesa de consumo das famílias,4,873571.0,2013
Despesa de consumo das famílias,1,873807.0,2014
Despesa de consumo das famílias,2,888373.0,2014
Despesa de consumo das famílias,3,912056.0,2014
Despesa de consumo das famílias,4,964168.0,2014
Despesa de consumo das famílias,1,936659.0,2015
Despesa de consumo das famílias,2,938674.0,2015
Despesa de consumo das famílias,3,959597.0,2015
Despesa de consumo das famílias,4,1000264.0,2015
Despesa de consumo das famílias,1,974196.0,2016
Despesa de consumo das famílias,2,986437.0,2016
Despesa de consumo das famílias,3,1016044.0,2016
Despesa de consumo das famílias,4,1051459.0,2016
Despesa de consumo das famílias,1,1019279.0,2017
Despesa de consumo das famílias,2,1037002.0,2017
Despesa de consumo das famílias,3,1069721.0,2017
Despesa de consumo das famílias,4,1119097.0,2017
Despesa de consumo das famílias,1,1075834.0,2018
Despesa de consumo das famílias,2,1083063.0,2018
Despesa de consumo das famílias,3,1124224.0,2018
Despesa de consumo das famílias,4,1174457.0,2018
Despesa de consumo das famílias,1,1131694.0,2019
Despesa de consumo das famílias,2,1153132.0,2019
Despesa de consumo das famílias,3,1188423.0,2019
Despesa de consumo das famílias,4,1239127.0,2019
Despesa de consumo das famílias,1,1162204.0,2020
Despesa de consumo das famílias,2,1002720.0,2020
Despesa de consumo da administração pública,1,35666.0,1996
Despesa de consumo da administração pública,2,39023.0,1996
Despesa de consumo da administração pública,3,41810.0,1996
Despesa de consumo da administração pública,4,52324.0,1996
Despesa de consumo da administração pública,1,42139.0,1997
Despesa de consumo da administração pública,2,45485.0,1997
Despesa de consumo da administração pública,3,45830.0,1997
Despesa de consumo da administração pública,4,52540.0,1997
Despesa de consumo da administração pública,1,46994.0,1998
Despesa de consumo da administração pública,2,49307.0,1998
Despesa de consumo da administração pública,3,49839.0,1998
Despesa de consumo da administração pública,4,55037.0,1998
Despesa de consumo da administração pública,1,48863.0,1999
Despesa de consumo da administração pública,2,51749.0,1999
Despesa de consumo da administração pública,3,53944.0,1999
Despesa de consumo da administração pública,4,60623.0,1999
Despesa de consumo da administração pública,1,49216.0,2000
Despesa de consumo da administração pública,2,52695.0,2000
Despesa de consumo da administração pública,3,54588.0,2000
Despesa de consumo da administração pública,4,68544.0,2000
Despesa de consumo da administração pública,1,55190.0,2001
Despesa de consumo da administração pública,2,58687.0,2001
Despesa de consumo da administração pública,3,59988.0,2001
Despesa de consumo da administração pública,4,80645.0,2001
Despesa de consumo da administração pública,1,65697.0,2002
Despesa de consumo da administração pública,2,71519.0,2002
Despesa de consumo da administração pública,3,68751.0,2002
Despesa de consumo da administração pública,4,88957.0,2002
Despesa de consumo da administração pública,1,70185.0,2003
Despesa de consumo da administração pública,2,78572.0,2003
Despesa de consumo da administração pública,3,82553.0,2003
Despesa de consumo da administração pública,4,96431.0,2003
Despesa de consumo da administração pública,1,76588.0,2004
Despesa de consumo da administração pública,2,84760.0,2004
Despesa de consumo da administração pública,3,90362.0,2004
Despesa de consumo da administração pública,4,109840.0,2004
Despesa de consumo da administração pública,1,89562.0,2005
Despesa de consumo da administração pública,2,95935.0,2005
Despesa de consumo da administração pública,3,99485.0,2005
Despesa de consumo da administração pública,4,125041.0,2005
Despesa de consumo da administração pública,1,100992.0,2006
Despesa de consumo da administração pública,2,105729.0,2006
Despesa de consumo da administração pública,3,111875.0,2006
Despesa de consumo da administração pública,4,140138.0,2006
Despesa de consumo da administração pública,1,114489.0,2007
Despesa de consumo da administração pública,2,123655.0,2007
Despesa de consumo da administração pública,3,125131.0,2007
Despesa de consumo da administração pública,4,152024.0,2007
Despesa de consumo da administração pública,1,128394.0,2008
Despesa de consumo da administração pública,2,139783.0,2008
Despesa de consumo da administração pública,3,144805.0,2008
Despesa de consumo da administração pública,4,172887.0,2008
Despesa de consumo da administração pública,1,150521.0,2009
Despesa de consumo da administração pública,2,150885.0,2009
Despesa de consumo da administração pública,3,157480.0,2009
Despesa de consumo da administração pública,4,196078.0,2009
Despesa de consumo da administração pública,1,163726.0,2010
Despesa de consumo da administração pública,2,172803.0,2010
Despesa de consumo da administração pública,3,179940.0,2010
Despesa de consumo da administração pública,4,222498.0,2010
Despesa de consumo da administração pública,1,177786.0,2011
Despesa de consumo da administração pública,2,199020.0,2011
Despesa de consumo da administração pública,3,199027.0,2011
Despesa de consumo da administração pública,4,241205.0,2011
Despesa de consumo da administração pública,1,194540.0,2012
Despesa de consumo da administração pública,2,215509.0,2012
Despesa de consumo da administração pública,3,215553.0,2012
Despesa de consumo da administração pública,4,266578.0,2012
Despesa de consumo da administração pública,1,214489.0,2013
Despesa de consumo da administração pública,2,247033.0,2013
Despesa de consumo da administração pública,3,244366.0,2013
Despesa de consumo da administração pública,4,301387.0,2013
Despesa de consumo da administração pública,1,244482.0,2014
Despesa de consumo da administração pública,2,269155.0,2014
Despesa de consumo da administração pública,3,272878.0,2014
Despesa de consumo da administração pública,4,320359.0,2014
Despesa de consumo da administração pública,1,266326.0,2015
Despesa de consumo da administração pública,2,290189.0,2015
Despesa de consumo da administração pública,3,287922.0,2015
Despesa de consumo da administração pública,4,341338.0,2015
Despesa de consumo da administração pública,1,284703.0,2016
Despesa de consumo da administração pública,2,312059.0,2016
Despesa de consumo da administração pública,3,303261.0,2016
Despesa de consumo da administração pública,4,377622.0,2016
Despesa de consumo da administração pública,1,303010.0,2017
Despesa de consumo da administração pública,2,333748.0,2017
Despesa de consumo da administração pública,3,314363.0,2017
Despesa de consumo da administração pública,4,376637.0,2017
Despesa de consumo da administração pública,1,313027.0,2018
Despesa de consumo da administração pública,2,339978.0,2018
Despesa de consumo da administração pública,3,335827.0,2018
Despesa de consumo da administração pública,4,394854.0,2018
Despesa de consumo da administração pública,1,332726.0,2019
Despesa de consumo da administração pública,2,360898.0,2019
Despesa de consumo da administração pública,3,354891.0,2019
Despesa de consumo da administração pública,4,423377.0,2019
Despesa de consumo da administração pública,1,343521.0,2020
Despesa de consumo da administração pública,2,370173.0,2020
Formação bruta de capital fixo,1,35403.0,1996
Formação bruta de capital fixo,2,39326.0,1996
Formação bruta de capital fixo,3,41418.0,1996
Formação bruta de capital fixo,4,43187.0,1996
Formação bruta de capital fixo,1,42697.0,1997
Formação bruta de capital fixo,2,46189.0,1997
Formação bruta de capital fixo,3,47287.0,1997
Formação bruta de capital fixo,4,45894.0,1997
Formação bruta de capital fixo,1,45595.0,1998
Formação bruta de capital fixo,2,48379.0,1998
Formação bruta de capital fixo,3,47636.0,1998
Formação bruta de capital fixo,4,44249.0,1998
Formação bruta de capital fixo,1,44121.0,1999
Formação bruta de capital fixo,2,47152.0,1999
Formação bruta de capital fixo,3,46383.0,1999
Formação bruta de capital fixo,4,47432.0,1999
Formação bruta de capital fixo,1,56887.0,2000
Formação bruta de capital fixo,2,53911.0,2000
Formação bruta de capital fixo,3,53879.0,2000
Formação bruta de capital fixo,4,54811.0,2000
Formação bruta de capital fixo,1,61689.0,2001
Formação bruta de capital fixo,2,62067.0,2001
Formação bruta de capital fixo,3,60427.0,2001
Formação bruta de capital fixo,4,58153.0,2001
Formação bruta de capital fixo,1,62806.0,2002
Formação bruta de capital fixo,2,65569.0,2002
Formação bruta de capital fixo,3,67912.0,2002
Formação bruta de capital fixo,4,70596.0,2002
Formação bruta de capital fixo,1,70262.0,2003
Formação bruta de capital fixo,2,68696.0,2003
Formação bruta de capital fixo,3,71785.0,2003
Formação bruta de capital fixo,4,74519.0,2003
Formação bruta de capital fixo,1,76797.0,2004
Formação bruta de capital fixo,2,83337.0,2004
Formação bruta de capital fixo,3,90684.0,2004
Formação bruta de capital fixo,4,88268.0,2004
Formação bruta de capital fixo,1,85394.0,2005
Formação bruta de capital fixo,2,92729.0,2005
Formação bruta de capital fixo,3,96634.0,2005
Formação bruta de capital fixo,4,95462.0,2005
Formação bruta de capital fixo,1,96723.0,2006
Formação bruta de capital fixo,2,100733.0,2006
Formação bruta de capital fixo,3,108368.0,2006
Formação bruta de capital fixo,4,108850.0,2006
Formação bruta de capital fixo,1,109267.0,2007
Formação bruta de capital fixo,2,119167.0,2007
Formação bruta de capital fixo,3,129921.0,2007
Formação bruta de capital fixo,4,131177.0,2007
Formação bruta de capital fixo,1,132371.0,2008
Formação bruta de capital fixo,2,147733.0,2008
Formação bruta de capital fixo,3,168886.0,2008
Formação bruta de capital fixo,4,153856.0,2008
Formação bruta de capital fixo,1,134945.0,2009
Formação bruta de capital fixo,2,147362.0,2009
Formação bruta de capital fixo,3,172382.0,2009
Formação bruta de capital fixo,4,181988.0,2009
Formação bruta de capital fixo,1,177984.0,2010
Formação bruta de capital fixo,2,193393.0,2010
Formação bruta de capital fixo,3,214814.0,2010
Formação bruta de capital fixo,4,211755.0,2010
Formação bruta de capital fixo,1,209987.0,2011
Formação bruta de capital fixo,2,220962.0,2011
Formação bruta de capital fixo,3,237137.0,2011
Formação bruta de capital fixo,4,233842.0,2011
Formação bruta de capital fixo,1,233275.0,2012
Formação bruta de capital fixo,2,244240.0,2012
Formação bruta de capital fixo,3,259597.0,2012
Formação bruta de capital fixo,4,260349.0,2012
Formação bruta de capital fixo,1,256607.0,2013
Formação bruta de capital fixo,2,279534.0,2013
Formação bruta de capital fixo,3,291365.0,2013
Formação bruta de capital fixo,4,287438.0,2013
Formação bruta de capital fixo,1,287399.0,2014
Formação bruta de capital fixo,2,282410.0,2014
Formação bruta de capital fixo,3,289656.0,2014
Formação bruta de capital fixo,4,288988.0,2014
Formação bruta de capital fixo,1,277296.0,2015
Formação bruta de capital fixo,2,266994.0,2015
Formação bruta de capital fixo,3,270305.0,2015
Formação bruta de capital fixo,4,254802.0,2015
Formação bruta de capital fixo,1,240696.0,2016
Formação bruta de capital fixo,2,247878.0,2016
Formação bruta de capital fixo,3,246617.0,2016
Formação bruta de capital fixo,4,238080.0,2016
Formação bruta de capital fixo,1,230383.0,2017
Formação bruta de capital fixo,2,233098.0,2017
Formação bruta de capital fixo,3,245497.0,2017
Formação bruta de capital fixo,4,249801.0,2017
Formação bruta de capital fixo,1,242958.0,2018
Formação bruta de capital fixo,2,250815.0,2018
Formação bruta de capital fixo,3,283541.0,2018
Formação bruta de capital fixo,4,272350.0,2018
Formação bruta de capital fixo,1,259038.0,2019
Formação bruta de capital fixo,2,275238.0,2019
Formação bruta de capital fixo,3,299569.0,2019
Formação bruta de capital fixo,4,280576.0,2019
Formação bruta de capital fixo,1,285059.0,2020
Formação bruta de capital fixo,2,247452.0,2020
Variação de estoque,1,-4964.0,1996
Variação de estoque,2,-3355.0,1996
Variação de estoque,3,994.0,1996
Variação de estoque,4,-4417.0,1996
Variação de estoque,1,-7355.0,1997
Variação de estoque,2,-8063.0,1997
Variação de estoque,3,2106.0,1997
Variação de estoque,4,374.0,1997
Variação de estoque,1,-8376.0,1998
Variação de estoque,2,-853.0,1998
Variação de estoque,3,3701.0,1998
Variação de estoque,4,1743.0,1998
Variação de estoque,1,-3515.0,1999
Variação de estoque,2,3829.0,1999
Variação de estoque,3,312.0,1999
Variação de estoque,4,3434.0,1999
Variação de estoque,1,-497.0,2000
Variação de estoque,2,931.0,2000
Variação de estoque,3,6805.0,2000
Variação de estoque,4,-61.0,2000
Variação de estoque,1,1547.0,2001
Variação de estoque,2,426.0,2001
Variação de estoque,3,6445.0,2001
Variação de estoque,4,-4158.0,2001
Variação de estoque,1,1804.0,2002
Variação de estoque,2,7826.0,2002
Variação de estoque,3,-235.0,2002
Variação de estoque,4,-16499.0,2002
Variação de estoque,1,-5652.0,2003
Variação de estoque,2,1755.0,2003
Variação de estoque,3,5204.0,2003
Variação de estoque,4,3021.0,2003
Variação de estoque,1,5596.0,2004
Variação de estoque,2,9433.0,2004
Variação de estoque,3,1330.0,2004
Variação de estoque,4,-4763.0,2004
Variação de estoque,1,773.0,2005
Variação de estoque,2,7349.0,2005
Variação de estoque,3,1882.0,2005
Variação de estoque,4,-6777.0,2005
Variação de estoque,1,-1707.0,2006
Variação de estoque,2,6668.0,2006
Variação de estoque,3,6820.0,2006
Variação de estoque,4,2824.0,2006
Variação de estoque,1,13577.0,2007
Variação de estoque,2,15017.0,2007
Variação de estoque,3,16545.0,2007
Variação de estoque,4,4466.0,2007
Variação de estoque,1,23504.0,2008
Variação de estoque,2,25906.0,2008
Variação de estoque,3,17305.0,2008
Variação de estoque,4,2760.0,2008
Variação de estoque,1,2750.0,2009
Variação de estoque,2,-3884.0,2009
Variação de estoque,3,-8458.0,2009
Variação de estoque,4,-601.0,2009
Variação de estoque,1,12769.0,2010
Variação de estoque,2,15269.0,2010
Variação de estoque,3,19071.0,2010
Variação de estoque,4,2111.0,2010
Variação de estoque,1,17803.0,2011
Variação de estoque,2,24041.0,2011
Variação de estoque,3,12050.0,2011
Variação de estoque,4,-620.0,2011
Variação de estoque,1,24963.0,2012
Variação de estoque,2,19678.0,2012
Variação de estoque,3,11259.0,2012
Variação de estoque,4,-22172.0,2012
Variação de estoque,1,31768.0,2013
Variação de estoque,2,15107.0,2013
Variação de estoque,3,17266.0,2013
Variação de estoque,4,-22456.0,2013
Variação de estoque,1,26673.0,2014
Variação de estoque,2,9808.0,2014
Variação de estoque,3,20314.0,2014
Variação de estoque,4,-17765.0,2014
Variação de estoque,1,24929.0,2015
Variação de estoque,2,-648.0,2015
Variação de estoque,3,-2498.0,2015
Variação de estoque,4,-47216.0,2015
Variação de estoque,1,352.0,2016
Variação de estoque,2,-3466.0,2016
Variação de estoque,3,3001.0,2016
Variação de estoque,4,-34668.0,2016
Variação de estoque,1,28188.0,2017
Variação de estoque,2,-1457.0,2017
Variação de estoque,3,7913.0,2017
Variação de estoque,4,-30258.0,2017
Variação de estoque,1,26852.0,2018
Variação de estoque,2,10074.0,2018
Variação de estoque,3,-3724.0,2018
Variação de estoque,4,-61243.0,2018
Variação de estoque,1,9294.0,2019
Variação de estoque,2,-2848.0,2019
Variação de estoque,3,19843.0,2019
Variação de estoque,4,-43973.0,2019
Variação de estoque,1,27685.0,2020
Variação de estoque,2,-27432.0,2020
Exportação de bens e serviços,1,12306.0,1996
Exportação de bens e serviços,2,14576.0,1996
Exportação de bens e serviços,3,15560.0,1996
Exportação de bens e serviços,4,15085.0,1996
Exportação de bens e serviços,1,13162.0,1997
Exportação de bens e serviços,2,17402.0,1997
Exportação de bens e serviços,3,18529.0,1997
Exportação de bens e serviços,4,17398.0,1997
Exportação de bens e serviços,1,16099.0,1998
Exportação de bens e serviços,2,18805.0,1998
Exportação de bens e serviços,3,18786.0,1998
Exportação de bens e serviços,4,16781.0,1998
Exportação de bens e serviços,1,22153.0,1999
Exportação de bens e serviços,2,24728.0,1999
Exportação de bens e serviços,3,27646.0,1999
Exportação de bens e serviços,4,29511.0,1999
Exportação de bens e serviços,1,26402.0,2000
Exportação de bens e serviços,2,30239.0,2000
Exportação de bens e serviços,3,33768.0,2000
Exportação de bens e serviços,4,31756.0,2000
Exportação de bens e serviços,1,33576.0,2001
Exportação de bens e serviços,2,40837.0,2001
Exportação de bens e serviços,3,45701.0,2001
Exportação de bens e serviços,4,42667.0,2001
Exportação de bens e serviços,1,34812.0,2002
Exportação de bens e serviços,2,38896.0,2002
Exportação de bens e serviços,3,65894.0,2002
Exportação de bens e serviços,4,72262.0,2002
Exportação de bens e serviços,1,63031.0,2003
Exportação de bens e serviços,2,62162.0,2003
Exportação de bens e serviços,3,66754.0,2003
Exportação de bens e serviços,4,68852.0,2003
Exportação de bens e serviços,1,66313.0,2004
Exportação de bens e serviços,2,82950.0,2004
Exportação de bens e serviços,3,90341.0,2004
Exportação de bens e serviços,4,84321.0,2004
Exportação de bens e serviços,1,77093.0,2005
Exportação de bens e serviços,2,82694.0,2005
Exportação de bens e serviços,3,88087.0,2005
Exportação de bens e serviços,4,83006.0,2005
Exportação de bens e serviços,1,76051.0,2006
Exportação de bens e serviços,2,79742.0,2006
Exportação de bens e serviços,3,98608.0,2006
Exportação de bens e serviços,4,91941.0,2006
Exportação de bens e serviços,1,85074.0,2007
Exportação de bens e serviços,2,89585.0,2007
Exportação de bens e serviços,3,95807.0,2007
Exportação de bens e serviços,4,92083.0,2007
Exportação de bens e serviços,1,80459.0,2008
Exportação de bens e serviços,2,98393.0,2008
Exportação de bens e serviços,3,115435.0,2008
Exportação de bens e serviços,4,126594.0,2008
Exportação de bens e serviços,1,87415.0,2009
Exportação de bens e serviços,2,93900.0,2009
Exportação de bens e serviços,3,92906.0,2009
Exportação de bens e serviços,4,87460.0,2009
Exportação de bens e serviços,1,86801.0,2010
Exportação de bens e serviços,2,105294.0,2010
Exportação de bens e serviços,3,114225.0,2010
Exportação de bens e serviços,4,115900.0,2010
Exportação de bens e serviços,1,103744.0,2011
Exportação de bens e serviços,2,124993.0,2011
Exportação de bens e serviços,3,137086.0,2011
Exportação de bens e serviços,4,141072.0,2011
Exportação de bens e serviços,1,119043.0,2012
Exportação de bens e serviços,2,146496.0,2012
Exportação de bens e serviços,3,153303.0,2012
Exportação de bens e serviços,4,153034.0,2012
Exportação de bens e serviços,1,125321.0,2013
Exportação de bens e serviços,2,156293.0,2013
Exportação de bens e serviços,3,169810.0,2013
Exportação de bens e serviços,4,174627.0,2013
Exportação de bens e serviços,1,144492.0,2014
Exportação de bens e serviços,2,162060.0,2014
Exportação de bens e serviços,3,171655.0,2014
Exportação de bens e serviços,4,158168.0,2014
Exportação de bens e serviços,1,153344.0,2015
Exportação de bens e serviços,2,189846.0,2015
Exportação de bens e serviços,3,212638.0,2015
Exportação de bens e serviços,4,217639.0,2015
Exportação de bens e serviços,1,195372.0,2016
Exportação de bens e serviços,2,208118.0,2016
Exportação de bens e serviços,3,192893.0,2016
Exportação de bens e serviços,4,185194.0,2016
Exportação de bens e serviços,1,192305.0,2017
Exportação de bens e serviços,2,216250.0,2017
Exportação de bens e serviços,3,210486.0,2017
Exportação de bens e serviços,4,205392.0,2017
Exportação de bens e serviços,1,212359.0,2018
Exportação de bens e serviços,2,248939.0,2018
Exportação de bens e serviços,3,288461.0,2018
Exportação de bens e serviços,4,276019.0,2018
Exportação de bens e serviços,1,232818.0,2019
Exportação de bens e serviços,2,263380.0,2019
Exportação de bens e serviços,3,272964.0,2019
Exportação de bens e serviços,4,270205.0,2019
Exportação de bens e serviços,1,265798.0,2020
Exportação de bens e serviços,2,324329.0,2020
Importação de bens e serviços (-),1,14773.0,1996
Importação de bens e serviços (-),2,17470.0,1996
Importação de bens e serviços (-),3,20928.0,1996
Importação de bens e serviços (-),4,22949.0,1996
